hydrologic_group,area_pct,mean_organic_matter,mean_bare_frequency,mean_ndvi_trend,pct_flagged
0.428,0.003,4.895,0.0,-0.0,0.0
0.428,0.003,5.475,0.0,0.009,0.0
0.428,0.003,5.663,0.0,0.006,0.0
0.428,0.003,4.247,0.0,-0.018,0.0
0.428,0.003,4.94,0.0,-0.024,0.0
0.428,0.003,5.05,0.0,0.009,0.0
0.428,0.003,6.126,0.0,-0.009,0.0
0.428,0.003,6.199,0.0,-0.005,0.0
0.428,0.003,4.685,0.0,-0.006,0.0
0.428,0.003,3.975,0.0,-0.012,0.0
0.428,0.003,5.758,0.0,0.005,0.0
0.428,0.003,4.805,0.0,-0.005,0.0
0.428,0.003,4.888,0.0,-0.017,0.0
0.428,0.003,4.431,0.0,-0.004,0.0
0.428,0.003,5.215,0.0,-0.014,0.0
0.428,0.003,5.921,0.0,0.017,0.0
0.428,0.003,4.747,0.0,-0.007,0.0
0.428,0.003,6.28,0.0,0.005,0.0
0.428,0.003,5.903,0.0,-0.032,0.0
0.428,0.003,4.348,0.0,-0.0,0.0
0.428,0.003,4.507,0.0,-0.002,0.0
0.428,0.003,6.147,0.0,0.001,0.0
0.428,0.003,4.688,0.0,0.009,0.0
0.428,0.003,5.168,0.0,-0.005,0.0
0.428,0.003,4.051,0.0,0.004,0.0
0.428,0.003,6.015,0.0,-0.014,0.0
0.428,0.003,4.268,0.0,0.0,0.0
0.428,0.003,5.102,0.0,0.007,0.0
0.428,0.003,5.54,0.0,0.011,0.0
0.428,0.003,5.379,0.0,-0.016,0.0
0.428,0.003,4.971,0.0,-0.001,0.0
0.428,0.003,4.515,0.0,-0.008,0.0
0.428,0.003,3.794,0.0,-0.008,0.0
0.428,0.003,4.873,0.0,0.021,0.0
0.428,0.003,4.439,0.0,0.001,0.0
0.428,0.003,5.74,0.0,0.005,0.0
0.428,0.003,5.006,0.0,-0.017,0.0
0.428,0.003,5.12,0.0,-0.006,0.0
0.428,0.003,3.965,0.0,-0.016,0.0
0.428,0.003,4.703,0.0,-0.013,0.0
0.428,0.003,4.126,0.0,0.02,0.0
0.428,0.003,4.774,0.0,-0.003,0.0
0.428,0.003,5.996,0.0,0.001,0.0
0.428,0.003,4.127,0.0,-0.006,0.0
0.428,0.003,4.918,0.0,0.006,0.0
0.428,0.003,5.191,0.0,-0.015,0.0
0.428,0.003,4.272,0.0,0.005,0.0
0.428,0.003,6.156,0.0,-0.001,0.0
0.428,0.003,5.108,0.0,0.017,0.0
0.428,0.003,3.99,0.0,-0.016,0.0
0.428,0.003,5.535,0.0,-0.001,0.0
0.428,0.003,5.345,0.0,0.016,0.0
0.429,0.003,4.895,0.0,-0.028,0.0
0.429,0.003,5.424,0.0,0.008,0.0
0.429,0.003,5.113,0.0,0.007,0.0
0.429,0.003,4.607,0.0,-0.002,0.0
0.429,0.003,3.377,0.0,0.009,0.0
0.429,0.003,5.465,0.0,0.005,0.0
0.429,0.003,4.64,0.0,0.0,0.0
0.429,0.003,3.935,0.0,0.013,0.0
0.429,0.003,4.776,0.0,-0.023,0.0
0.429,0.003,5.604,0.0,0.013,0.0
0.429,0.003,5.368,0.0,0.0,0.0
0.429,0.003,5.471,0.0,0.007,0.0
0.429,0.003,4.473,0.0,0.021,0.0
0.429,0.003,5.43,0.0,-0.009,0.0
0.429,0.003,4.405,0.0,0.009,0.0
0.429,0.003,5.494,0.0,-0.018,0.0
0.429,0.003,4.996,0.0,-0.001,0.0
0.429,0.003,6.012,0.0,0.012,0.0
0.429,0.003,4.73,0.0,-0.011,0.0
0.429,0.003,6.404,0.0,-0.003,0.0
0.429,0.003,4.581,0.0,-0.009,0.0
0.429,0.003,4.175,0.0,0.019,0.0
0.429,0.003,6.061,0.0,-0.014,0.0
0.429,0.003,4.749,0.0,0.004,0.0
0.429,0.003,5.154,0.0,-0.013,0.0
0.429,0.003,4.424,0.0,-0.016,0.0
0.429,0.003,4.171,0.0,-0.017,0.0
0.429,0.003,5.845,0.0,0.005,0.0
0.429,0.003,6.271,0.0,-0.012,0.0
0.429,0.003,5.903,0.0,0.001,0.0
0.429,0.003,4.589,0.0,-0.011,0.0
0.429,0.003,5.353,0.0,-0.012,0.0
0.429,0.003,5.59,0.0,0.007,0.0
0.429,0.003,4.674,0.0,0.002,0.0
0.429,0.003,3.573,0.0,0.006,0.0
0.429,0.003,6.331,0.0,-0.014,0.0
0.429,0.003,6.605,0.0,-0.006,0.0
0.429,0.003,4.685,0.0,-0.002,0.0
0.429,0.003,5.476,0.0,-0.02,0.0
0.429,0.003,5.238,0.0,-0.022,0.0
0.429,0.003,5.506,0.0,0.001,0.0
0.429,0.003,2.943,0.0,0.007,0.0
0.429,0.003,4.673,0.0,-0.02,0.0
0.429,0.003,3.992,0.0,0.002,0.0
0.429,0.003,5.153,0.0,-0.026,0.0
0.429,0.003,3.994,0.0,-0.008,0.0
0.429,0.003,5.79,0.0,-0.012,0.0
0.429,0.003,5.705,0.0,-0.004,0.0
0.429,0.003,5.243,0.0,-0.007,0.0
0.429,0.003,5.477,0.0,0.013,0.0
0.429,0.003,4.869,0.0,-0.015,0.0
0.429,0.003,5.05,0.0,0.001,0.0
0.429,0.003,5.403,0.0,-0.009,0.0
0.429,0.003,4.447,0.0,0.002,0.0
0.429,0.003,6.071,0.0,-0.005,0.0
0.429,0.003,5.45,0.0,-0.011,0.0
0.429,0.003,5.599,0.0,-0.014,0.0
0.429,0.003,6.197,0.0,-0.016,0.0
0.429,0.003,4.318,0.0,-0.026,0.0
0.429,0.003,4.835,0.0,0.003,0.0
0.429,0.003,4.248,0.0,0.007,0.0
0.429,0.003,4.283,0.0,-0.004,0.0
0.429,0.003,5.24,0.0,0.016,0.0
0.429,0.003,5.28,0.0,-0.025,0.0
0.429,0.003,7.029,0.0,-0.021,0.0
0.429,0.003,5.672,0.0,-0.012,0.0
0.429,0.003,5.181,0.0,-0.002,0.0
0.429,0.003,4.898,0.0,0.01,0.0
0.429,0.003,6.791,0.0,0.012,0.0
0.429,0.003,5.03,0.0,-0.001,0.0
0.429,0.003,6.058,0.0,0.004,0.0
0.429,0.003,5.045,0.0,-0.019,0.0
0.429,0.003,5.822,0.0,-0.006,0.0
0.429,0.003,4.706,0.0,-0.003,0.0
0.429,0.003,4.053,0.0,-0.022,0.0
0.429,0.003,4.578,0.0,0.005,0.0
0.429,0.003,5.22,0.0,-0.03,0.0
0.429,0.003,5.165,0.0,0.007,0.0
0.43,0.003,5.852,0.0,0.014,0.0
0.43,0.003,3.915,0.0,0.003,0.0
0.43,0.003,5.027,0.0,0.001,0.0
0.43,0.003,4.598,0.0,0.004,0.0
0.43,0.003,6.004,0.0,-0.003,0.0
0.43,0.003,5.96,0.0,0.01,0.0
0.43,0.003,4.232,0.0,-0.019,0.0
0.43,0.003,4.812,0.0,-0.027,0.0
0.43,0.003,3.901,0.0,-0.0,0.0
0.43,0.003,4.788,0.0,0.015,0.0
0.43,0.003,3.709,0.0,0.021,0.0
0.43,0.003,3.811,0.0,-0.004,0.0
0.43,0.003,4.057,0.0,-0.004,0.0
0.43,0.003,5.436,0.0,-0.019,0.0
0.43,0.003,4.536,0.0,-0.016,0.0
0.43,0.003,6.57,0.0,-0.015,0.0
0.43,0.003,5.188,0.0,0.021,0.0
0.43,0.003,3.761,0.0,0.016,0.0
0.43,0.003,5.238,0.0,-0.009,0.0
0.43,0.003,5.136,0.0,0.008,0.0
0.43,0.003,4.372,0.0,-0.004,0.0
0.43,0.003,4.693,0.0,-0.024,0.0
0.43,0.003,5.129,0.0,0.016,0.0
0.43,0.003,4.573,0.0,0.005,0.0
0.43,0.003,5.682,0.0,-0.02,0.0
0.43,0.003,5.466,0.0,-0.014,0.0
0.43,0.003,4.844,0.0,0.019,0.0
0.43,0.003,5.351,0.0,-0.007,0.0
0.43,0.003,4.778,0.0,-0.024,0.0
0.43,0.003,4.47,0.0,-0.022,0.0
0.43,0.003,5.064,0.0,0.008,0.0
0.43,0.003,4.304,0.0,0.015,0.0
0.43,0.003,4.677,0.0,0.005,0.0
0.43,0.003,4.089,0.0,0.002,0.0
0.43,0.003,4.2,0.0,0.004,0.0
0.43,0.003,3.709,0.0,0.003,0.0
0.43,0.003,5.946,0.0,0.0,0.0
0.43,0.003,4.554,0.0,-0.014,0.0
0.43,0.003,5.219,0.0,-0.002,0.0
0.43,0.003,4.51,0.0,-0.005,0.0
0.43,0.003,5.299,0.0,-0.036,0.0
0.43,0.003,3.583,0.0,-0.002,0.0
0.43,0.003,4.874,0.0,-0.006,0.0
0.43,0.003,4.721,0.0,-0.002,0.0
0.43,0.003,5.006,0.0,0.006,0.0
0.43,0.003,4.975,0.0,-0.02,0.0
0.43,0.003,5.63,0.0,0.005,0.0
0.43,0.003,5.287,0.0,-0.01,0.0
0.43,0.003,5.179,0.0,-0.013,0.0
0.43,0.003,5.055,0.0,-0.006,0.0
0.43,0.003,5.137,0.0,-0.022,0.0
0.43,0.003,4.5,0.0,0.001,0.0
0.43,0.003,4.961,0.0,-0.019,0.0
0.43,0.003,4.437,0.0,-0.015,0.0
0.43,0.003,4.596,0.0,-0.015,0.0
0.43,0.003,5.341,0.0,-0.012,0.0
0.43,0.003,5.538,0.0,0.008,0.0
0.43,0.003,3.795,0.0,-0.014,0.0
0.43,0.003,4.99,0.0,-0.005,0.0
0.43,0.003,4.665,0.0,0.003,0.0
0.43,0.003,5.196,0.0,-0.023,0.0
0.43,0.003,4.691,0.0,-0.014,0.0
0.43,0.003,6.61,0.0,-0.016,0.0
0.43,0.003,6.833,0.0,-0.015,0.0
0.43,0.003,5.334,0.0,-0.019,0.0
0.43,0.003,5.465,0.0,0.005,0.0
0.43,0.003,4.195,0.0,0.007,0.0
0.43,0.003,6.839,0.0,0.004,0.0
0.43,0.003,5.523,0.0,-0.01,0.0
0.43,0.003,5.575,0.0,-0.022,0.0
0.43,0.003,5.114,0.0,0.008,0.0
0.43,0.003,6.571,0.0,0.017,0.0
0.43,0.003,4.296,0.0,0.007,0.0
0.43,0.003,5.212,0.0,0.005,0.0
0.431,0.003,5.431,0.0,0.0,0.0
0.431,0.003,5.221,0.0,-0.004,0.0
0.431,0.003,5.888,0.0,0.003,0.0
0.431,0.003,4.28,0.0,-0.008,0.0
0.431,0.003,5.369,0.0,-0.003,0.0
0.431,0.003,4.309,0.0,0.002,0.0
0.431,0.003,7.009,0.0,-0.017,0.0
0.431,0.003,4.619,0.0,-0.005,0.0
0.431,0.003,4.157,0.0,-0.025,0.0
0.431,0.003,3.458,0.0,-0.017,0.0
0.431,0.003,5.038,0.0,-0.001,0.0
0.431,0.003,4.624,0.0,-0.022,0.0
0.431,0.003,5.682,0.0,-0.011,0.0
0.431,0.003,5.308,0.0,0.009,0.0
0.431,0.003,4.809,0.0,-0.004,0.0
0.431,0.003,4.957,0.0,0.003,0.0
0.431,0.003,5.399,0.0,-0.01,0.0
0.431,0.003,4.618,0.0,0.007,0.0
0.431,0.003,4.665,0.0,0.002,0.0
0.431,0.003,4.793,0.0,-0.014,0.0
0.431,0.003,5.296,0.0,-0.012,0.0
0.431,0.003,6.665,0.0,-0.004,0.0
0.431,0.003,5.269,0.0,-0.002,0.0
0.431,0.003,4.433,0.0,-0.005,0.0
0.431,0.003,3.683,0.0,0.015,0.0
0.431,0.003,4.337,0.0,0.004,0.0
0.431,0.003,4.605,0.0,-0.009,0.0
0.431,0.003,4.54,0.0,-0.002,0.0
0.431,0.003,5.041,0.0,0.005,0.0
0.431,0.003,6.212,0.0,-0.003,0.0
0.431,0.003,5.51,0.0,-0.012,0.0
0.431,0.003,4.694,0.0,-0.011,0.0
0.431,0.003,4.408,0.0,-0.015,0.0
0.431,0.003,4.23,0.0,-0.008,0.0
0.431,0.003,4.933,0.0,-0.006,0.0
0.431,0.003,6.135,0.0,-0.019,0.0
0.431,0.003,5.087,0.0,0.002,0.0
0.431,0.003,4.851,0.0,0.003,0.0
0.431,0.003,4.438,0.0,-0.019,0.0
0.431,0.003,3.882,0.0,-0.003,0.0
0.431,0.003,4.814,0.0,0.011,0.0
0.431,0.003,3.845,0.0,0.005,0.0
0.431,0.003,3.24,0.0,-0.003,0.0
0.431,0.003,5.371,0.0,-0.015,0.0
0.431,0.003,4.327,0.0,0.0,0.0
0.431,0.003,4.546,0.0,-0.013,0.0
0.431,0.003,5.576,0.0,-0.012,0.0
0.431,0.003,5.697,0.0,0.017,0.0
0.431,0.003,5.587,0.0,0.001,0.0
0.431,0.003,4.42,0.0,-0.022,0.0
0.431,0.003,4.841,0.0,0.011,0.0
0.431,0.003,5.4,0.0,-0.005,0.0
0.431,0.003,6.051,0.0,0.001,0.0
0.431,0.003,4.501,0.0,-0.012,0.0
0.431,0.003,5.399,0.0,0.016,0.0
0.431,0.003,5.141,0.0,-0.024,0.0
0.431,0.003,4.073,0.0,-0.02,0.0
0.431,0.003,4.818,0.0,0.01,0.0
0.431,0.003,5.005,0.0,-0.002,0.0
0.431,0.003,4.329,0.0,-0.0,0.0
0.431,0.003,3.921,0.0,0.018,0.0
0.431,0.003,5.294,0.0,0.003,0.0
0.431,0.003,5.383,0.0,0.005,0.0
0.431,0.003,5.045,0.0,0.008,0.0
0.431,0.003,4.769,0.0,-0.002,0.0
0.431,0.003,3.671,0.0,-0.003,0.0
0.431,0.003,4.514,0.0,-0.009,0.0
0.431,0.003,4.582,0.0,-0.006,0.0
0.431,0.003,4.956,0.0,-0.009,0.0
0.431,0.003,5.007,0.0,-0.005,0.0
0.431,0.003,5.035,0.0,-0.002,0.0
0.431,0.003,4.017,0.0,-0.014,0.0
0.431,0.003,5.638,0.0,-0.029,0.0
0.431,0.003,4.897,0.0,-0.024,0.0
0.431,0.003,3.855,0.0,0.001,0.0
0.431,0.003,4.516,0.0,-0.017,0.0
0.431,0.003,4.848,0.0,0.001,0.0
0.431,0.003,5.744,0.0,0.013,0.0
0.431,0.003,5.159,0.0,0.006,0.0
0.431,0.003,4.336,0.0,0.007,0.0
0.431,0.003,4.88,0.0,-0.001,0.0
0.431,0.003,5.832,0.0,-0.007,0.0
0.431,0.003,3.704,0.0,0.023,0.0
0.431,0.003,5.03,0.0,-0.016,0.0
0.431,0.003,3.57,0.0,-0.003,0.0
0.431,0.003,4.645,0.0,-0.001,0.0
0.431,0.003,4.512,0.0,0.002,0.0
0.431,0.003,4.228,0.0,-0.005,0.0
0.431,0.003,4.729,0.0,-0.018,0.0
0.431,0.003,4.852,0.0,-0.004,0.0
0.431,0.003,5.028,0.0,0.002,0.0
0.431,0.003,5.849,0.0,-0.022,0.0
0.431,0.003,5.564,0.0,-0.003,0.0
0.431,0.003,6.678,0.0,0.005,0.0
0.431,0.003,4.241,0.0,-0.006,0.0
0.431,0.003,4.157,0.0,-0.001,0.0
0.431,0.003,4.432,0.0,-0.013,0.0
0.431,0.003,4.328,0.0,-0.023,0.0
0.431,0.003,4.014,0.0,0.002,0.0
0.431,0.003,5.871,0.0,-0.001,0.0
0.431,0.003,3.611,0.0,0.014,0.0
0.431,0.003,5.883,0.0,0.016,0.0
0.431,0.003,4.351,0.0,-0.012,0.0
0.431,0.003,4.617,0.0,0.005,0.0
0.431,0.003,4.989,0.0,-0.004,0.0
0.431,0.003,5.066,0.0,0.013,0.0
0.432,0.003,4.455,0.0,-0.03,0.0
0.432,0.003,4.613,0.0,-0.016,0.0
0.432,0.003,5.176,0.0,0.01,0.0
0.432,0.003,5.001,0.0,0.01,0.0
0.432,0.003,4.195,0.0,-0.017,0.0
0.432,0.003,5.409,0.0,-0.009,0.0
0.432,0.003,3.713,0.0,-0.009,0.0
0.432,0.003,5.383,0.0,-0.004,0.0
0.432,0.003,5.448,0.0,-0.002,0.0
0.432,0.003,4.14,0.0,-0.021,0.0
0.432,0.003,5.279,0.0,-0.008,0.0
0.432,0.003,4.151,0.0,0.016,0.0
0.432,0.003,4.431,0.0,-0.006,0.0
0.432,0.003,4.273,0.0,0.003,0.0
0.432,0.003,5.072,0.0,-0.016,0.0
0.432,0.003,4.955,0.0,-0.002,0.0
0.432,0.003,5.318,0.0,-0.001,0.0
0.432,0.003,5.165,0.0,-0.007,0.0
0.432,0.003,3.751,0.0,0.016,0.0
0.432,0.003,4.871,0.0,0.007,0.0
0.432,0.003,5.8,0.0,-0.019,0.0
0.432,0.003,6.183,0.0,0.005,0.0
0.432,0.003,4.534,0.0,-0.004,0.0
0.432,0.003,4.819,0.0,-0.019,0.0
0.432,0.003,5.378,0.0,0.002,0.0
0.432,0.003,4.331,0.0,-0.013,0.0
0.432,0.003,6.049,0.0,-0.007,0.0
0.432,0.003,4.457,0.0,-0.013,0.0
0.432,0.003,4.961,0.0,0.01,0.0
0.432,0.003,5.174,0.0,-0.03,0.0
0.432,0.003,4.351,0.0,0.005,0.0
0.432,0.003,5.273,0.0,-0.002,0.0
0.432,0.003,4.66,0.0,-0.033,0.0
0.432,0.003,4.707,0.0,0.01,0.0
0.432,0.003,5.069,0.0,0.01,0.0
0.432,0.003,4.656,0.0,0.011,0.0
0.432,0.003,4.889,0.0,-0.01,0.0
0.432,0.003,4.284,0.0,0.009,0.0
0.432,0.003,5.004,0.0,-0.017,0.0
0.432,0.003,5.41,0.0,-0.01,0.0
0.432,0.003,6.133,0.0,-0.005,0.0
0.432,0.003,5.66,0.0,0.016,0.0
0.432,0.003,5.152,0.0,-0.004,0.0
0.432,0.003,4.145,0.0,0.016,0.0
0.432,0.003,5.166,0.0,0.003,0.0
0.432,0.003,5.036,0.0,0.014,0.0
0.432,0.003,4.034,0.0,0.011,0.0
0.432,0.003,5.411,0.0,0.0,0.0
0.432,0.003,5.315,0.0,0.006,0.0
0.432,0.003,4.291,0.0,-0.014,0.0
0.432,0.003,4.87,0.0,0.008,0.0
0.432,0.003,5.772,0.0,-0.013,0.0
0.432,0.003,5.114,0.0,0.0,0.0
0.432,0.003,5.763,0.0,-0.005,0.0
0.432,0.003,5.149,0.0,-0.016,0.0
0.432,0.003,4.328,0.0,-0.002,0.0
0.432,0.003,5.305,0.0,-0.014,0.0
0.432,0.003,4.506,0.0,-0.019,0.0
0.432,0.003,5.536,0.0,-0.008,0.0
0.432,0.003,5.416,0.0,-0.006,0.0
0.432,0.003,4.477,0.0,-0.031,0.0
0.432,0.003,6.094,0.0,-0.015,0.0
0.432,0.003,5.468,0.0,0.005,0.0
0.432,0.003,5.615,0.0,0.005,0.0
0.432,0.003,5.28,0.0,-0.031,0.0
0.432,0.003,3.918,0.0,-0.005,0.0
0.432,0.003,5.642,0.0,-0.008,0.0
0.432,0.003,4.571,0.0,0.02,0.0
0.432,0.003,4.616,0.0,0.009,0.0
0.432,0.003,5.255,0.0,-0.005,0.0
0.432,0.003,4.907,0.0,-0.006,0.0
0.432,0.003,4.088,0.0,-0.016,0.0
0.432,0.003,6.032,0.0,-0.012,0.0
0.432,0.003,5.584,0.0,-0.007,0.0
0.432,0.003,5.821,0.0,-0.013,0.0
0.432,0.003,5.714,0.0,-0.007,0.0
0.432,0.003,4.662,0.0,-0.013,0.0
0.432,0.003,4.475,0.0,-0.02,0.0
0.432,0.003,6.011,0.0,-0.003,0.0
0.432,0.003,4.775,0.0,-0.01,0.0
0.432,0.003,3.758,0.0,0.011,0.0
0.432,0.003,5.602,0.0,-0.01,0.0
0.432,0.003,3.878,0.0,-0.0,0.0
0.433,0.003,4.062,0.0,0.003,0.0
0.433,0.003,4.855,0.0,-0.004,0.0
0.433,0.003,4.539,0.0,0.009,0.0
0.433,0.003,4.356,0.0,-0.019,0.0
0.433,0.003,3.609,0.0,0.005,0.0
0.433,0.003,5.174,0.0,-0.002,0.0
0.433,0.003,5.754,0.0,-0.008,0.0
0.433,0.003,4.881,0.0,0.005,0.0
0.433,0.003,4.881,0.0,-0.014,0.0
0.433,0.003,4.832,0.0,-0.014,0.0
0.433,0.003,3.914,0.0,-0.004,0.0
0.433,0.003,5.293,0.0,0.012,0.0
0.433,0.003,3.731,0.0,-0.007,0.0
0.433,0.003,4.243,0.0,0.002,0.0
0.433,0.003,4.71,0.0,-0.004,0.0
0.433,0.003,5.498,0.0,0.003,0.0
0.433,0.003,5.176,0.0,-0.025,0.0
0.433,0.003,6.39,0.0,0.013,0.0
0.433,0.003,4.696,0.0,-0.001,0.0
0.433,0.003,5.907,0.0,-0.003,0.0
0.433,0.003,4.735,0.0,-0.017,0.0
0.433,0.003,5.548,0.0,-0.011,0.0
0.433,0.003,6.137,0.0,-0.011,0.0
0.433,0.003,5.229,0.0,0.001,0.0
0.433,0.003,5.39,0.0,-0.0,0.0
0.433,0.003,4.447,0.0,-0.014,0.0
0.433,0.003,5.637,0.0,-0.012,0.0
0.433,0.003,4.709,0.0,-0.006,0.0
0.433,0.003,4.18,0.0,0.022,0.0
0.433,0.003,5.348,0.0,0.003,0.0
0.433,0.003,5.65,0.0,-0.01,0.0
0.433,0.003,5.844,0.0,-0.013,0.0
0.433,0.003,6.083,0.0,-0.004,0.0
0.433,0.003,3.241,0.0,-0.009,0.0
0.433,0.003,4.607,0.0,0.007,0.0
0.433,0.003,4.191,0.0,-0.011,0.0
0.433,0.003,4.274,0.0,-0.012,0.0
0.433,0.003,4.424,0.0,-0.018,0.0
0.433,0.003,4.47,0.0,0.005,0.0
0.433,0.003,5.699,0.0,0.008,0.0
0.433,0.003,3.906,0.0,-0.014,0.0
0.433,0.003,4.436,0.0,-0.015,0.0
0.433,0.003,5.222,0.0,0.004,0.0
0.433,0.003,4.209,0.0,-0.019,0.0
0.433,0.003,5.47,0.0,-0.008,0.0
0.433,0.003,4.676,0.0,-0.004,0.0
0.433,0.003,6.367,0.0,-0.016,0.0
0.433,0.003,5.834,0.0,-0.012,0.0
0.433,0.003,4.655,0.0,-0.007,0.0
0.433,0.003,5.688,0.0,-0.005,0.0
0.433,0.003,5.451,0.0,0.02,0.0
0.433,0.003,5.006,0.0,0.006,0.0
0.433,0.003,5.119,0.0,-0.011,0.0
0.433,0.003,5.036,0.0,0.003,0.0
0.433,0.003,5.007,0.0,-0.029,0.0
0.433,0.003,4.818,0.0,0.006,0.0
0.433,0.003,5.209,0.0,-0.013,0.0
0.433,0.003,4.505,0.0,0.006,0.0
0.433,0.003,4.195,0.0,0.004,0.0
0.433,0.003,5.311,0.0,-0.012,0.0
0.433,0.003,5.858,0.0,-0.014,0.0
0.433,0.003,5.125,0.0,-0.002,0.0
0.433,0.003,5.149,0.0,0.014,0.0
0.433,0.003,5.111,0.0,-0.003,0.0
0.433,0.003,5.235,0.0,-0.015,0.0
0.434,0.003,4.926,0.0,0.008,0.0
0.434,0.003,5.007,0.0,0.005,0.0
0.434,0.003,4.215,0.0,-0.0,0.0
0.434,0.003,5.418,0.0,-0.0,0.0
0.434,0.003,4.278,0.0,-0.014,0.0
0.434,0.003,5.179,0.0,0.005,0.0
0.434,0.003,5.15,0.0,-0.01,0.0
0.434,0.003,6.322,0.0,-0.008,0.0
0.434,0.003,5.55,0.0,0.009,0.0
0.434,0.003,4.761,0.0,-0.014,0.0
0.434,0.003,4.96,0.0,0.02,0.0
0.434,0.003,5.258,0.0,0.015,0.0
0.434,0.003,4.273,0.0,0.007,0.0
0.434,0.003,4.659,0.0,-0.028,0.0
0.434,0.003,4.341,0.0,-0.001,0.0
0.434,0.003,5.121,0.0,0.006,0.0
0.434,0.003,4.922,0.0,-0.033,0.0
0.434,0.003,4.074,0.0,0.009,0.0
0.434,0.003,4.998,0.0,-0.005,0.0
0.434,0.003,4.741,0.0,-0.019,0.0
0.434,0.003,4.155,0.0,0.004,0.0
0.434,0.003,6.065,0.0,-0.004,0.0
0.434,0.003,5.759,0.0,0.003,0.0
0.434,0.003,5.482,0.0,-0.014,0.0
0.434,0.003,5.668,0.0,-0.007,0.0
0.434,0.003,4.397,0.0,0.01,0.0
0.434,0.003,4.667,0.0,0.004,0.0
0.434,0.003,5.326,0.0,-0.022,0.0
0.434,0.003,4.089,0.0,-0.007,0.0
0.434,0.003,3.064,0.0,0.015,0.0
0.434,0.003,4.762,0.0,-0.017,0.0
0.434,0.003,5.899,0.0,-0.0,0.0
0.434,0.003,4.527,0.0,-0.021,0.0
0.434,0.003,4.499,0.0,0.003,0.0
0.434,0.003,4.662,0.0,0.008,0.0
0.434,0.003,3.352,0.0,-0.019,0.0
0.434,0.003,6.081,0.0,-0.01,0.0
0.434,0.003,5.595,0.0,-0.001,0.0
0.434,0.003,6.458,0.0,-0.002,0.0
0.434,0.003,3.977,0.0,0.019,0.0
0.434,0.003,5.832,0.0,-0.026,0.0
0.434,0.003,5.208,0.0,-0.017,0.0
0.434,0.003,5.325,0.0,0.008,0.0
0.434,0.003,5.422,0.0,-0.013,0.0
0.434,0.003,5.057,0.0,-0.018,0.0
0.434,0.003,5.894,0.0,0.012,0.0
0.434,0.003,6.601,0.0,-0.02,0.0
0.434,0.003,4.123,0.0,-0.014,0.0
0.434,0.003,4.215,0.0,0.022,0.0
0.434,0.003,4.694,0.0,0.0,0.0
0.434,0.003,5.025,0.0,0.005,0.0
0.434,0.003,4.749,0.0,0.004,0.0
0.434,0.003,5.308,0.0,-0.008,0.0
0.434,0.003,5.418,0.0,-0.014,0.0
0.434,0.003,5.291,0.0,-0.005,0.0
0.434,0.003,4.896,0.0,0.006,0.0
0.434,0.003,3.639,0.0,-0.001,0.0
0.434,0.003,4.95,0.0,0.02,0.0
0.434,0.003,4.946,0.0,-0.001,0.0
0.434,0.003,4.804,0.0,-0.031,0.0
0.434,0.003,4.357,0.0,0.007,0.0
0.434,0.003,5.147,0.0,0.01,0.0
0.434,0.003,4.135,0.0,-0.001,0.0
0.434,0.003,4.556,0.0,0.004,0.0
0.434,0.003,4.345,0.0,-0.007,0.0
0.434,0.003,4.931,0.0,-0.018,0.0
0.434,0.003,5.768,0.0,-0.022,0.0
0.434,0.003,4.969,0.0,-0.016,0.0
0.434,0.003,4.508,0.0,0.003,0.0
0.434,0.003,4.622,0.0,-0.005,0.0
0.434,0.003,5.647,0.0,-0.017,0.0
0.434,0.003,5.142,0.0,0.001,0.0
0.434,0.003,3.966,0.0,-0.015,0.0
0.434,0.003,5.029,0.0,-0.009,0.0
0.434,0.003,5.786,0.0,-0.018,0.0
0.434,0.003,5.59,0.0,-0.011,0.0
0.434,0.003,5.071,0.0,-0.002,0.0
0.434,0.003,4.36,0.0,-0.011,0.0
0.434,0.003,5.097,0.0,-0.035,0.0
0.434,0.003,4.525,0.0,-0.01,0.0
0.434,0.003,4.793,0.0,-0.02,0.0
0.434,0.003,5.521,0.0,-0.005,0.0
0.435,0.003,4.487,0.0,0.001,0.0
0.435,0.003,3.866,0.0,0.005,0.0
0.435,0.003,4.976,0.0,-0.002,0.0
0.435,0.003,4.202,0.0,0.001,0.0
0.435,0.003,4.52,0.0,0.011,0.0
0.435,0.003,4.734,0.0,-0.01,0.0
0.435,0.003,5.072,0.0,0.008,0.0
0.435,0.003,4.4,0.0,-0.018,0.0
0.435,0.003,5.86,0.0,-0.002,0.0
0.435,0.003,4.4,0.0,0.008,0.0
0.435,0.003,4.783,0.0,-0.013,0.0
0.435,0.003,5.0,0.0,0.01,0.0
0.435,0.003,4.691,0.0,-0.024,0.0
0.435,0.003,4.275,0.0,-0.013,0.0
0.435,0.003,5.583,0.0,-0.007,0.0
0.435,0.003,5.147,0.0,0.0,0.0
0.435,0.003,5.206,0.0,-0.002,0.0
0.435,0.003,5.22,0.0,-0.011,0.0
0.435,0.003,5.316,0.0,-0.026,0.0
0.435,0.003,5.852,0.0,-0.008,0.0
0.435,0.003,5.836,0.0,-0.018,0.0
0.435,0.003,4.061,0.0,-0.018,0.0
0.435,0.003,5.625,0.0,-0.003,0.0
0.435,0.003,3.389,0.0,0.01,0.0
0.435,0.003,5.982,0.0,-0.001,0.0
0.435,0.003,5.012,0.0,-0.01,0.0
